202105|Accounting|Accounting I|55696|ACCT 2101|ES|Class|12:30 pm - 2:40 pm|MTWR|College of Business 200|Ryan   Blunck (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Civil and Environmental Engr|Research Assistantship|53618|CEE 4698|SAN|Class|TBA||TBA|Juan Carlos   Santamarina (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|56003|CEE 4698|SCO|Class|TBA||TBA|David William  Scott (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53619|CEE 4698|STI|Class|TBA||TBA|Marc   Stieglitz (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53620|CEE 4698|STU|Class|TBA||TBA|Terry W  Sturm (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|56174|CEE 4698|SUR|Class|TBA||TBA|Phanish   Suryanarayana (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|56915|CEE 4698|TIE|Class|TBA||TBA|Iris   Tien (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53621|CEE 4698|TRU|Class|TBA||TBA|Armistead Goode  Russell (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|54594|CEE 4698|WAN|Class|TBA||TBA|Yang   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|56158|CEE 4698|WAT|Class|TBA||TBA|Kari Lynn  Watkins (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53622|CEE 4698|WEB|Class|TBA||TBA|Donald   Webster (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53623|CEE 4698|WHI|Class|TBA||TBA|Donald W.  White (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|56092|CEE 4698|WNG|Class|TBA||TBA|Jingfeng   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|55966|CEE 4698|YAN|Class|TBA||TBA|Chuang-Sheng   Yang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53912|CEE 4698|YAV|Class|TBA||TBA|Arash   Yavari (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53624|CEE 4698|YIA|Class|TBA||TBA|Sotira   Yiacoumi (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Research Assistantship|53625|CEE 4698|ZUR|Class|TBA||TBA|Abdul-Hamid   Zureick (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|
202105|Civil and Environmental Engr|Undergraduate Research|53555|CEE 4699|AME|Class|TBA||TBA|Adjo A.  Amekudzi-Kennedy (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53556|CEE 4699|ARA|Class|TBA||TBA|Mustafa Mehmet  Aral (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56126|CEE 4699|ARS|Class|TBA||TBA|Chloe Fanny  Arson (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|57096|CEE 4699|BAA|Class|TBA||TBA|Baabak   Ashuri (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55459|CEE 4699|BRS|Class|TBA||TBA|Rafael Luis  Bras (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54146|CEE 4699|BUR|Class|TBA||TBA|Susan Elizabeth  Burns (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55096|CEE 4699|CHE|Class|TBA||TBA|Yongsheng   Chen (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|57097|CEE 4699|CHO|Class|TBA||TBA|Yong-Kwon   Cho (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55043|CEE 4699|CRI|Class|TBA||TBA|John Charles  Crittenden (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55675|CEE 4699|FED|Class|TBA||TBA|Francesco   Fedele (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55976|CEE 4699|FRI|Class|TBA||TBA|Hermann Marc  Fritz (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53558|CEE 4699|FRO|Class|TBA||TBA|James D  Frost (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54595|CEE 4699|GAR|Class|TBA||TBA|Laurie   Garrow (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53559|CEE 4699|GEO|Class|TBA||TBA|Aris P  Georgakakos (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53560|CEE 4699|GER|Class|TBA||TBA|Leonid   Germanovich (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56927|CEE 4699|GHP|Class|TBA||TBA|Glaucio H  Paulino (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53561|CEE 4699|GOO|Class|TBA||TBA|Barry   Goodno (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53562|CEE 4699|GUE|Class|TBA||TBA|Randall L  Guensler (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55986|CEE 4699|HAA|Class|TBA||TBA|Kevin A.  Haas (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54596|CEE 4699|HNG|Class|TBA||TBA|Haiying   Huang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53563|CEE 4699|HUA|Class|TBA||TBA|Ching-Hua   Huang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53564|CEE 4699|HUN|Class|TBA||TBA|Michael P  Hunter (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56389|CEE 4699|JMB|Class|TBA||TBA|Joseph Mark  Brown (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53565|CEE 4699|JTS|Class|TBA||TBA|Yi-Chang   Tsai (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53566|CEE 4699|KAH|Class|TBA||TBA|Lawrence F  Kahn (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53557|CEE 4699|KAI|Class|TBA||TBA|Jennifer   Kaiser (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54597|CEE 4699|KOS|Class|TBA||TBA|Konstantinos T  Konstantinidis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53567|CEE 4699|KUR|Class|TBA||TBA|Kimberly Erin  Kurtis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54598|CEE 4699|LAV|Class|TBA||TBA|Jorge Andres  Laval (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56457|CEE 4699|LKS|Class|TBA||TBA|Lauren   Stewart (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54450|CEE 4699|LUH|Class|TBA||TBA|John Z  Luh (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54599|CEE 4699|LUO|Class|TBA||TBA|Jian   Luo (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|59863|CEE 4699|MAR|Class|TBA||TBA|Eric Daniel  Marks (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences,Res/CP>=101conthrs
202105|Civil and Environmental Engr|Undergraduate Research|53568|CEE 4699|MAY|Class|TBA||TBA|Paul W  Mayne (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53569|CEE 4699|MRO|Class|TBA||TBA|Michael Owen  Rodgers (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55995|CEE 4699|MUH|Class|TBA||TBA|Rafi L.  Muhanna (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53570|CEE 4699|MUL|Class|TBA||TBA|James A  Mulholland (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53571|CEE 4699|PAV|Class|TBA||TBA|Spyros G  Pavlostathis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54600|CEE 4699|PRO|Class|TBA||TBA|Philip J  Roberts (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53573|CEE 4699|SAN|Class|TBA||TBA|Juan Carlos   Santamarina (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55820|CEE 4699|SCO|Class|TBA||TBA|David William  Scott (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53574|CEE 4699|STI|Class|TBA||TBA|Marc   Stieglitz (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53575|CEE 4699|STU|Class|TBA||TBA|Terry W  Sturm (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56175|CEE 4699|SUR|Class|TBA||TBA|Phanish   Suryanarayana (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56918|CEE 4699|TIE|Class|TBA||TBA|Iris   Tien (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|57099|CEE 4699|TRG|Class|TBA||TBA|Thomas Russell  Gentry (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53576|CEE 4699|TRU|Class|TBA||TBA|Armistead Goode  Russell (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|54601|CEE 4699|WAN|Class|TBA||TBA|Yang   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56159|CEE 4699|WAT|Class|TBA||TBA|Kari Lynn  Watkins (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53577|CEE 4699|WEB|Class|TBA||TBA|Donald   Webster (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53578|CEE 4699|WHI|Class|TBA||TBA|Donald W.  White (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|56093|CEE 4699|WNG|Class|TBA||TBA|Jingfeng   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|55967|CEE 4699|YAN|Class|TBA||TBA|Chuang-Sheng   Yang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53913|CEE 4699|YAV|Class|TBA||TBA|Arash   Yavari (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53579|CEE 4699|YIA|Class|TBA||TBA|Sotira   Yiacoumi (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|Undergraduate Research|53580|CEE 4699|ZUR|Class|TBA||TBA|Abdul-Hamid   Zureick (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53626|CEE 4900|AME|Class|TBA||TBA|Adjo A.  Amekudzi-Kennedy (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53627|CEE 4900|ARA|Class|TBA||TBA|Mustafa Mehmet  Aral (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56128|CEE 4900|ARS|Class|TBA||TBA|Chloe Fanny  Arson (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55460|CEE 4900|BRS|Class|TBA||TBA|Rafael Luis  Bras (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54602|CEE 4900|BUR|Class|TBA||TBA|Susan Elizabeth  Burns (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55097|CEE 4900|CHE|Class|TBA||TBA|Yongsheng   Chen (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55044|CEE 4900|CRI|Class|TBA||TBA|John Charles  Crittenden (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|57098|CEE 4900|DAI|Class|TBA||TBA|Sheng   Dai (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53628|CEE 4900|DES|Class|TBA||TBA|Reginald   DesRoches (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55676|CEE 4900|FED|Class|TBA||TBA|Francesco   Fedele (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55977|CEE 4900|FRI|Class|TBA||TBA|Hermann Marc  Fritz (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53629|CEE 4900|FRO|Class|TBA||TBA|James D  Frost (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54603|CEE 4900|GAR|Class|TBA||TBA|Laurie   Garrow (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53630|CEE 4900|GEO|Class|TBA||TBA|Aris P  Georgakakos (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53631|CEE 4900|GER|Class|TBA||TBA|Leonid   Germanovich (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56928|CEE 4900|GHP|Class|TBA||TBA|Glaucio H  Paulino (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53632|CEE 4900|GOO|Class|TBA||TBA|Barry   Goodno (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53634|CEE 4900|GUE|Class|TBA||TBA|Randall L  Guensler (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55987|CEE 4900|HAA|Class|TBA||TBA|Kevin A.  Haas (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54604|CEE 4900|HNG|Class|TBA||TBA|Haiying   Huang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53636|CEE 4900|HUA|Class|TBA||TBA|Ching-Hua   Huang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53637|CEE 4900|HUN|Class|TBA||TBA|Michael P  Hunter (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105||CEE Honors Research|58928|CEE 4900|JAC||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences,Res/CP>=101conthrs
202105|Civil and Environmental Engr|CEE Honors Research|53638|CEE 4900|JTS|Class|TBA||TBA|Yi-Chang   Tsai (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53639|CEE 4900|KAH|Class|TBA||TBA|Lawrence F  Kahn (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54605|CEE 4900|KOS|Class|TBA||TBA|Konstantinos T  Konstantinidis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53640|CEE 4900|KUR|Class|TBA||TBA|Kimberly Erin  Kurtis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54606|CEE 4900|LAV|Class|TBA||TBA|Jorge Andres  Laval (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54607|CEE 4900|LUH|Class|TBA||TBA|John Z  Luh (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54608|CEE 4900|LUO|Class|TBA||TBA|Jian   Luo (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53641|CEE 4900|MAY|Class|TBA||TBA|Paul W  Mayne (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53642|CEE 4900|MRO|Class|TBA||TBA|Michael Owen  Rodgers (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55996|CEE 4900|MUH|Class|TBA||TBA|Rafi L.  Muhanna (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53643|CEE 4900|MUL|Class|TBA||TBA|James A  Mulholland (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53644|CEE 4900|PAV|Class|TBA||TBA|Spyros G  Pavlostathis (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53645|CEE 4900|PRO|Class|TBA||TBA|Philip J  Roberts (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53646|CEE 4900|SAN|Class|TBA||TBA|Juan Carlos   Santamarina (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56004|CEE 4900|SCO|Class|TBA||TBA|David William  Scott (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55974|CEE 4900|SOU|Class|TBA||TBA|Frank   Southworth (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|54609|CEE 4900|SPA|Class|TBA||TBA|Jim C  Spain (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53647|CEE 4900|STI|Class|TBA||TBA|Marc   Stieglitz (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53648|CEE 4900|STU|Class|TBA||TBA|Terry W  Sturm (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56176|CEE 4900|SUR|Class|TBA||TBA|Phanish   Suryanarayana (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56919|CEE 4900|TIE|Class|TBA||TBA|Iris   Tien (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53649|CEE 4900|TRU|Class|TBA||TBA|Armistead Goode  Russell (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56204|CEE 4900|WAN|Class|TBA||TBA|Yang   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56160|CEE 4900|WAT|Class|TBA||TBA|Kari Lynn  Watkins (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53650|CEE 4900|WEB|Class|TBA||TBA|Donald   Webster (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53651|CEE 4900|WHI|Class|TBA||TBA|Donald W.  White (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|56094|CEE 4900|WNG|Class|TBA||TBA|Jingfeng   Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|55968|CEE 4900|YAN|Class|TBA||TBA|Chuang-Sheng   Yang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53914|CEE 4900|YAV|Class|TBA||TBA|Arash   Yavari (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
202105|Civil and Environmental Engr|CEE Honors Research|53652|CEE 4900|YIA|Class|TBA||TBA|Sotira   Yiacoumi (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|TechElectCS,Engr,&Sciences
